province,district,year,AK PARTİ,ANADOLU PARTİSİ,ANAP,ATP,BBP,BTP,CHP,DEHAP,DP,DSP,DYP,EMEP,GENÇ PARTİ,HAK-PAR,HAP,HAS PARTİ,HDP,HEPAR,HKP,HÜDA PAR,HYP,İP,İYİ PARTİ,KP,LDP,MEP,MHP,MİLLET PARTİSİ,MMP,ÖDP,SAADET PARTİSİ,TKP,TURK PARTİ,VATAN PARTİSİ,YTP,YURT-P,CUMHUR İTTİFAKI ,MİLLET İTTİFAKI ,BĞMZ
SAKARYA,,,58.5,-,-,-,-,-,17.5,-,-,-,-,-,-,-,-,-,0.6,-,-,0.2,-,-,10.5,-,-,-,10.2,-,-,-,1.2,-,-,0.2,-,-,0.9,0.2,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (1 Kasım), 6 276,-,-,-,  52,  5, 2 040,-,  21,  5,  4,-,-,  37,-,-,  28,-,  23,-,-,-,-,  18,  3,-, 1 022,  5,-,-,  55,-,-,  13,-,-,-,-,-
SAKARYA,,,65.3,-,-,-,0.5,0.1,21.2,-,0.2,0.1,0.0,-,-,0.4,-,-,0.3,-,0.2,-,-,-,-,0.2,0.0,-,10.6,0.1,-,-,0.6,-,-,0.1,-,-,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (7 Haziran), 5 237,  4,-,-,-,  13, 2 153,-,  20,  21,-,-,-,  20,  6,-,  59,-,  10,-,-,-,-,-,  8,  10, 1 688,  3,-,-,  200,-,-,  12,-,  5,-,-,  11
SAKARYA,,,55.2,0.0,-,-,-,0.1,22.7,-,0.2,0.2,-,-,-,0.2,0.1,-,0.6,-,0.1,-,-,-,-,-,0.1,0.1,17.8,0.0,-,-,2.1,-,-,0.1,-,0.1,-,-,0.1
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2011, 5 488,-,-,-,  24,-, 2 156,-,  57,  53,  14,  14,-,-,-,  103,-,  41,-,-,-,-,-,-,  4,-, 1 499,  16,  6,-,  128,  6,-,-,-,-,-,-,  3
SAKARYA,,,57.1,-,-,-,0.2,-,22.4,-,0.6,0.6,0.1,0.1,-,-,-,1.1,-,0.4,-,-,-,-,-,-,0.0,-,15.6,0.2,0.1,-,1.3,0.1,-,-,-,-,-,-,0.0
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2007, 4 385,-,-,-,-,  44, 1 091,-,  764,-,-,  16, 1 389,-,-,-,-,-,-,-,  51,  35,-,-,  18,-, 1 260,-,-,  15,  354,  9,-,-,-,-,-,-,  29
SAKARYA,,,46.4,-,-,-,-,0.5,11.5,-,8.1,-,-,0.2,14.7,-,-,-,-,-,-,-,0.5,0.4,-,-,0.2,-,13.3,-,-,0.2,3.7,0.1,-,-,-,-,-,-,0.3
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2002, 3 155,-,  412,-,  55,  28,  684,  64,-,  39,  804,-, 3 198,-,-,-,-,-,-,-,-,  43,-,-,  21,-,  396,  8,-,  12,  147,  7,-,-,  29,  47,-,-,-
SAKARYA,,,34.5,-,4.5,-,0.6,0.3,7.5,0.7,-,0.4,8.8,-,35.0,-,-,-,-,-,-,-,-,0.5,-,-,0.2,-,4.3,0.1,-,0.1,1.6,0.1,-,-,0.3,0.5,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,    Taraklı,2018, 3 008,-,-,-,-,-,  391,-,-,-,-,-,-,-,-,-,  13,-,-,  12,-,-,  417,-,-,-,  647,-,-,-,  119,-,-,  17,-,-,  48,  4,-
SAKARYA,,,64.3,-,-,-,-,-,8.4,-,-,-,-,-,-,-,-,-,0.3,-,-,0.3,-,-,8.9,-,-,-,13.8,-,-,-,2.5,-,-,0.4,-,-,1.0,0.1,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (1 Kasım), 3 214,-,-,-,  23,  4,  528,-,  14,  2,  5,-,-,  22,-,-,  11,-,  7,-,-,-,-,  6,  8,-,  610,  3,-,-,  101,-,-,  10,-,-,-,-,-
SAKARYA,,,70.4,-,-,-,0.5,0.1,11.6,-,0.3,0.0,0.1,-,-,0.5,-,-,0.2,-,0.2,-,-,-,-,0.1,0.2,-,13.4,0.1,-,-,2.2,-,-,0.2,-,-,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (7 Haziran), 2 690,  2,-,-,-,  11,  559,-,  19,  12,-,-,-,  18,  2,-,  13,-,  11,-,-,-,-,-,  13,  5,  790,  2,-,-,  288,-,-,  6,-,  7,-,-,  3
SAKARYA,,,60.4,0.0,-,-,-,0.2,12.6,-,0.4,0.3,-,-,-,0.4,0.0,-,0.3,-,0.2,-,-,-,-,-,0.3,0.1,17.7,0.0,-,-,6.5,-,-,0.1,-,0.2,-,-,0.1
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2011, 3 098,-,-,-,  19,-,  608,-,  61,  12,  26,  13,-,-,-,  83,-,  13,-,-,-,-,-,-,  4,-,  727,  8,  4,-,  184,  6,-,-,-,-,-,-,  4
SAKARYA,,,63.6,-,-,-,0.4,-,12.5,-,1.3,0.2,0.5,0.3,-,-,-,1.7,-,0.3,-,-,-,-,-,-,0.1,-,14.9,0.2,0.1,-,3.8,0.1,-,-,-,-,-,-,0.1
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2007, 2 441,-,-,-,-,  49,  371,-,  424,-,-,  21,  434,-,-,-,-,-,-,-,  55,  26,-,-,  20,-,  644,-,-,  16,  352,  16,-,-,-,-,-,-,  13
SAKARYA,,,50.0,-,-,-,-,1.0,7.6,-,8.7,-,-,0.4,8.9,-,-,-,-,-,-,-,1.1,0.5,-,-,0.4,-,13.2,-,-,0.3,7.2,0.3,-,-,-,-,-,-,0.3
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2002, 2 115,-,  156,-,  56,  24,  357,  72,-,  134,  518,-,  584,-,-,-,-,-,-,-,-,  38,-,-,  17,-,  392,  16,-,  11,  299,  8,-,-,  24,  38,-,-,-
SAKARYA,,,43.5,-,3.2,-,1.1,0.5,7.3,1.5,-,2.8,10.7,-,12.0,-,-,-,-,-,-,-,-,0.8,-,-,0.3,-,8.1,0.3,-,0.2,6.2,0.2,-,-,0.5,0.8,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAMSUN,2018, 421 974,-,-,-,-,-, 141 808,-,-,-,-,-,-,-,-,-, 10 645,-,-, 1 281,-,-, 91 077,-,-,-, 133 763,-,-,-, 11 854,-,-, 1 748,-,-, 10 969, 1 891,  715
,,,51.0,-,-,-,-,-,17.1,-,-,-,-,-,-,-,-,-,1.3,-,-,0.2,-,-,11.0,-,-,-,16.2,-,-,-,1.4,-,-,0.2,-,-,1.3,0.2,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2015 (1 Kasım), 501 843,-,-,-, 4 550,  887, 160 950,-, 2 114,  697,  379,-,-,-,-,-, 5 025,-, 2 083,-,-,-,-, 1 279,  404,-, 98 426,  488,-,-, 7 273,-,-, 1 510,-,-,-,-,-
,,,63.7,-,-,-,0.6,0.1,20.4,-,0.3,0.1,0.0,-,-,-,-,-,0.6,-,0.3,-,-,-,-,0.2,0.1,-,12.5,0.1,-,-,0.9,-,-,0.2,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2015 (7 Haziran), 399 684,  400,-,-,-, 1 586, 174 614,-, 2 505, 2 185,-,-,-,-,-,-, 8 881,-, 1 456,-,-,-,-,  194,  637,  510, 134 840,  432,-,-, 21 675,-, 3 342, 1 476,-,-,-,-,  495
,,,52.9,0.1,-,-,-,0.2,23.1,-,0.3,0.3,-,-,-,-,-,-,1.2,-,0.2,-,-,-,-,0.0,0.1,0.1,17.9,0.1,-,-,2.9,-,0.4,0.2,-,-,-,-,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2011, 462 067,-,-,-, 5 002,-, 162 718,-, 7 619, 1 859, 1 933, 1 526,-,-,-, 7 194,-, 1 702,-,-,-,-,-,-,  442,-, 84 520,  613,  711,-, 11 968,  863,-,-,-,-,-,-,  648
,,,61.5,-,-,-,0.7,-,21.7,-,1.0,0.2,0.3,0.2,-,-,-,1.0,-,0.2,-,-,-,-,-,-,0.1,-,11.2,0.1,0.1,-,1.6,0.1,-,-,-,-,-,-,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2007, 370 204,-,-,-,-, 3 995, 109 092,-, 37 306,-,-, 1 513, 10 747,-,-,-,-,-,-,-, 5 264, 2 349,-,-, 1 319,-, 77 871,-,-, 1 292, 15 065, 1 163,-,-,-,-,-,-, 2 161
,,,57.9,-,-,-,-,0.6,17.1,-,5.8,-,-,0.2,1.7,-,-,-,-,-,-,-,0.8,0.4,-,-,0.2,-,12.2,-,-,0.2,2.4,0.2,-,-,-,-,-,-,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2002, 269 209,-, 31 360,-, 8 002, 2 870, 88 761, 7 553,-, 6 259, 77 850,-, 36 686,-,-,-,-,-,-,-,-, 2 422,-,-, 1 565,-, 41 748, 1 642,-, 1 732, 9 823, 1 146,-,-, 4 724, 3 327,-,-, 3 649
,,,44.8,-,5.2,-,1.3,0.5,14.8,1.3,-,1.0,13.0,-,6.1,-,-,-,-,-,-,-,-,0.4,-,-,0.3,-,7.0,0.3,-,0.3,1.6,0.2,-,-,0.8,0.5,-,-,0.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,    Merkez,2007, 128 771,-,-,-,-,  983, 50 594,-, 13 865,-,-,  345, 5 161,-,-,-,-,-,-,-, 1 183,  809,-,-,  254,-, 26 954,-,-,  434, 5 822,  328,-,-,-,-,-,-,  636
SAMSUN,,,54.5,-,-,-,-,0.4,21.4,-,5.9,-,-,0.1,2.2,-,-,-,-,-,-,-,0.5,0.3,-,-,0.1,-,11.4,-,-,0.2,2.5,0.1,-,-,-,-,-,-,0.3
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2002, 96 391,-, 11 846,-, 2 155,  937, 42 797, 2 418,-, 1 520, 18 494,-, 15 359,-,-,-,-,-,-,-,-,  783,-,-,  653,-, 13 286,  324,-,  618, 3 378,  521,-,-, 2 636, 1 138,-,-, 2 473
SAMSUN,,,44.3,-,5.4,-,1.0,0.4,19.7,1.1,-,0.7,8.5,-,7.1,-,-,-,-,-,-,-,-,0.4,-,-,0.3,-,6.1,0.1,-,0.3,1.6,0.2,-,-,1.2,0.5,-,-,1.1
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,    Alaçam,2018, 7 950,-,-,-,-,-, 3 433,-,-,-,-,-,-,-,-,-,  249,-,-,  64,-,-, 2 369,-,-,-, 2 439,-,-,-,  158,-,-,  83,-,-,  228,  45,  9
SAMSUN,,,46.7,-,-,-,-,-,20.2,-,-,-,-,-,-,-,-,-,1.5,-,-,0.4,-,-,13.9,-,-,-,14.3,-,-,-,0.9,-,-,0.5,-,-,1.3,0.3,0.1
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2015 (1 Kasım), 9 248,-,-,-,  101,  25, 4 834,-,  109,  45,  21,-,-,-,-,-,  119,-,  58,-,-,-,-,  53,  18,-, 2 325,  15,-,-,  101,-,-,  53,-,-,-,-,-
SAMSUN,,,54.0,-,-,-,0.6,0.1,28.2,-,0.6,0.3,0.1,-,-,-,-,-,0.7,-,0.3,-,-,-,-,0.3,0.1,-,13.6,0.1,-,-,0.6,-,-,0.3,-,-,-,-,-
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2015 (7 Haziran), 7 562,  10,-,-,-,  45, 5 233,-,  125,  92,-,-,-,-,-,-,  173,-,  58,-,-,-,-,  5,  30,  22, 3 237,  24,-,-,  235,-,  149,  36,-,-,-,-,  24
SAMSUN,,,44.3,0.1,-,-,-,0.3,30.7,-,0.7,0.5,-,-,-,-,-,-,1.0,-,0.3,-,-,-,-,0.0,0.2,0.1,19.0,0.1,-,-,1.4,-,0.9,0.2,-,-,-,-,0.1
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2011, 9 920,-,-,-,  72,-, 4 975,-,  370,  77,  100,  82,-,-,-,  145,-,  53,-,-,-,-,-,-,  38,-, 2 235,  42,  26,-,  145,  53,-,-,-,-,-,-,  10
SAMSUN,,,54.1,-,-,-,0.4,-,27.1,-,2.0,0.4,0.5,0.4,-,-,-,0.8,-,0.3,-,-,-,-,-,-,0.2,-,12.2,0.2,0.1,-,0.8,0.3,-,-,-,-,-,-,0.1
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2007, 8 048,-,-,-,-,  172, 3 531,-, 1 448,-,-,  71,  416,-,-,-,-,-,-,-,  244,  121,-,-,  111,-, 4 057,-,-,  50,  257,  53,-,-,-,-,-,-,  62
SAMSUN,,,43.2,-,-,-,-,0.9,18.9,-,7.8,-,-,0.4,2.2,-,-,-,-,-,-,-,1.3,0.6,-,-,0.6,-,21.8,-,-,0.3,1.4,0.3,-,-,-,-,-,-,0.3
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2002, 6 519,-,  579,-,  220,  127, 3 023,  290,-,  261, 5 189,-,  986,-,-,-,-,-,-,-,-,  94,-,-,  60,-, 1 516,  77,-,  41,  147,  41,-,-,  169,  103,-,-,  77
SAMSUN,,,33.4,-,3.0,-,1.1,0.6,15.5,1.5,-,1.3,26.6,-,5.0,-,-,-,-,-,-,-,-,0.5,-,-,0.3,-,7.8,0.4,-,0.2,0.8,0.2,-,-,0.9,0.5,-,-,0.4
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,    Asarcık,2018, 6 081,-,-,-,-,-,  503,-,-,-,-,-,-,-,-,-,  18,-,-,  34,-,-,  557,-,-,-, 2 963,-,-,-,  97,-,-,  17,-,-,  196,  8,  3
SAMSUN,,,58.0,-,-,-,-,-,4.8,-,-,-,-,-,-,-,-,-,0.2,-,-,0.3,-,-,5.3,-,-,-,28.3,-,-,-,0.9,-,-,0.2,-,-,1.9,0.1,0.0
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2015 (1 Kasım), 7 909,-,-,-,  60,  8,  583,-,  22,  8,  2,-,-,-,-,-,  26,-,  39,-,-,-,-,  33,  6,-,  942,  7,-,-,  56,-,-,  16,-,-,-,-,-
SAMSUN,,,81.4,-,-,-,0.6,0.1,6.0,-,0.2,0.1,0.0,-,-,-,-,-,0.3,-,0.4,-,-,-,-,0.3,0.1,-,9.7,0.1,-,-,0.6,-,-,0.2,-,-,-,-,-
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2015 (7 Haziran), 6 232,  10,-,-,-,  30,  694,-,  40,  31,-,-,-,-,-,-,  34,-,  39,-,-,-,-,  1,  5,  14, 1 666,  8,-,-,  173,-,  67,  17,-,-,-,-,  7
SAMSUN,,,68.7,0.1,-,-,-,0.3,7.7,-,0.4,0.3,-,-,-,-,-,-,0.4,-,0.4,-,-,-,-,0.0,0.1,0.2,18.4,0.1,-,-,1.9,-,0.7,0.2,-,-,-,-,0.1
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2011, 7 349,-,-,-,  60,-,  836,-,  125,  16,  25,  22,-,-,-,  87,-,  16,-,-,-,-,-,-,  10,-,  858,  13,  28,-,  126,  19,-,-,-,-,-,-,  36
SAMSUN,,,76.3,-,-,-,0.6,-,8.7,-,1.3,0.2,0.3,0.2,-,-,-,0.9,-,0.2,-,-,-,-,-,-,0.1,-,8.9,0.1,0.3,-,1.3,0.2,-,-,-,-,-,-,0.4
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2007, 6 437,-,-,-,-,  89,  624,-,  382,-,-,  28,  116,-,-,-,-,-,-,-,  182,  48,-,-,  32,-,  825,-,-,  27,  132,  28,-,-,-,-,-,-,  37
SAMSUN,,,71.6,-,-,-,-,1.0,6.9,-,4.3,-,-,0.3,1.3,-,-,-,-,-,-,-,2.0,0.5,-,-,0.4,-,9.2,-,-,0.3,1.5,0.3,-,-,-,-,-,-,0.4
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2002, 3 315,-, 1 048,-,  157,  35,  549,  193,-,  68, 1 032,-,  168,-,-,-,-,-,-,-,-,  53,-,-,  36,-,  609,  93,-,  28,  55,  21,-,-,  30,  102,-,-,  38
SAMSUN,,,43.4,-,13.7,-,2.1,0.5,7.2,2.5,-,0.9,13.5,-,2.2,-,-,-,-,-,-,-,-,0.7,-,-,0.5,-,8.0,1.2,-,0.4,0.7,0.3,-,-,0.4,1.3,-,-,0.5
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,    Atakum,2018, 41 973,-,-,-,-,-, 32 740,-,-,-,-,-,-,-,-,-, 3 488,-,-,  77,-,-, 17 300,-,-,-, 15 991,-,-,-, 1 836,-,-,  201,-,-, 1 093,  409,  52
SAMSUN,,,36.4,-,-,-,-,-,28.4,-,-,-,-,-,-,-,-,-,3.0,-,-,0.1,-,-,15.0,-,-,-,13.9,-,-,-,1.6,-,-,0.2,-,-,0.9,0.4,0.0
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2015 (1 Kasım), 46 598,-,-,-,  577,  93, 31 471,-,  148,  54,  39,-,-,-,-,-, 1 576,-,  177,-,-,-,-,  106,  63,-, 16 143,  39,-,-,  733,-,-,  233,-,-,-,-,-
SAMSUN,,,47.5,-,-,-,0.6,0.1,32.1,-,0.2,0.1,0.0,-,-,-,-,-,1.6,-,0.2,-,-,-,-,0.1,0.1,-,16.5,0.0,-,-,0.7,-,-,0.2,-,-,-,-,-
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2015 (7 Haziran), 36 627,  66,-,-,-,  167, 31 536,-,  180,  152,-,-,-,-,-,-, 2 484,-,  84,-,-,-,-,  50,  49,  27, 18 572,  36,-,-, 2 193,-,  205,  293,-,-,-,-,  67
SAMSUN,,,39.5,0.1,-,-,-,0.2,34.0,-,0.2,0.2,-,-,-,-,-,-,2.7,-,0.1,-,-,-,-,0.1,0.1,0.0,20.0,0.0,-,-,2.4,-,0.2,0.3,-,-,-,-,0.1
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2011, 36 595,-,-,-,  556,-, 24 079,-,  476,  158,  114,  154,-,-,-,  627,-,  223,-,-,-,-,-,-,  28,-, 10 102,  47,  55,-,  777,  115,-,-,-,-,-,-,  48
SAMSUN,,,49.4,-,-,-,0.7,-,32.5,-,0.6,0.2,0.2,0.2,-,-,-,0.8,-,0.3,-,-,-,-,-,-,0.0,-,13.6,0.1,0.1,-,1.0,0.2,-,-,-,-,-,-,0.1
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,    Ayvacık,2018, 8 122,-,-,-,-,-,  667,-,-,-,-,-,-,-,-,-,  17,-,-,  26,-,-,  703,-,-,-, 2 769,-,-,-,  73,-,-,  27,-,-,  221,  9,  10
SAMSUN,,,64.2,-,-,-,-,-,5.3,-,-,-,-,-,-,-,-,-,0.1,-,-,0.2,-,-,5.6,-,-,-,21.9,-,-,-,0.6,-,-,0.2,-,-,1.7,0.1,0.1
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2015 (1 Kasım), 9 936,-,-,-,  77,  8,  750,-,  40,  12,  7,-,-,-,-,-,  20,-,  47,-,-,-,-,  43,  9,-, 1 099,  11,-,-,  60,-,-,  27,-,-,-,-,-
SAMSUN,,,81.8,-,-,-,0.6,0.1,6.2,-,0.3,0.1,0.1,-,-,-,-,-,0.2,-,0.4,-,-,-,-,0.4,0.1,-,9.0,0.1,-,-,0.5,-,-,0.2,-,-,-,-,-
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2015 (7 Haziran), 8 655,  6,-,-,-,  27,  810,-,  37,  60,-,-,-,-,-,-,  36,-,  31,-,-,-,-,  3,  13,  13, 1 460,  8,-,-,  129,-,  103,  19,-,-,-,-,  1
SAMSUN,,,75.8,0.1,-,-,-,0.2,7.1,-,0.3,0.5,-,-,-,-,-,-,0.3,-,0.3,-,-,-,-,0.0,0.1,0.1,12.8,0.1,-,-,1.1,-,0.9,0.2,-,-,-,-,0.0
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2011, 10 194,-,-,-,  40,-, 1 090,-,  92,  19,  19,  30,-,-,-,  102,-,  19,-,-,-,-,-,-,  10,-, 1 078,  7,  12,-,  122,  17,-,-,-,-,-,-,  5
SAMSUN,,,79.3,-,-,-,0.3,-,8.5,-,0.7,0.1,0.1,0.2,-,-,-,0.8,-,0.1,-,-,-,-,-,-,0.1,-,8.4,0.1,0.1,-,0.9,0.1,-,-,-,-,-,-,0.0
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2007, 8 926,-,-,-,-,  102,  857,-, 1 113,-,-,  52,  89,-,-,-,-,-,-,-,  181,  48,-,-,  31,-, 1 193,-,-,  41,  123,  23,-,-,-,-,-,-,  13
SAMSUN,,,69.8,-,-,-,-,0.8,6.7,-,8.7,-,-,0.4,0.7,-,-,-,-,-,-,-,1.4,0.4,-,-,0.2,-,9.3,-,-,0.3,1.0,0.2,-,-,-,-,-,-,0.1
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2002, 5 126,-, 1 631,-,  79,  26, 1 064,  152,-,  92, 1 794,-,  488,-,-,-,-,-,-,-,-,  47,-,-,  38,-,  805,  53,-,  27,  76,  25,-,-,  41,  72,-,-,  4
SAMSUN,,,44.0,-,14.0,-,0.7,0.2,9.2,1.3,-,0.8,15.4,-,4.2,-,-,-,-,-,-,-,-,0.4,-,-,0.3,-,6.9,0.5,-,0.2,0.7,0.2,-,-,0.4,0.6,-,-,0.0
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,    Bafra,2018, 46 984,-,-,-,-,-, 12 701,-,-,-,-,-,-,-,-,-,  813,-,-,  198,-,-, 13 039,-,-,-, 16 374,-,-,-, 1 106,-,-,  220,-,-, 1 209,  191,  15
SAMSUN,,,50.6,-,-,-,-,-,13.7,-,-,-,-,-,-,-,-,-,0.9,-,-,0.2,-,-,14.0,-,-,-,17.6,-,-,-,1.2,-,-,0.2,-,-,1.3,0.2,0.0
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2015 (1 Kasım), 56 422,-,-,-,  537,  168, 17 950,-,  164,  107,  43,-,-,-,-,-,  434,-,  222,-,-,-,-,  122,  36,-, 14 160,  88,-,-,  591,-,-,  137,-,-,-,-,-
SAMSUN,,,61.9,-,-,-,0.6,0.2,19.7,-,0.2,0.1,0.0,-,-,-,-,-,0.5,-,0.2,-,-,-,-,0.1,0.0,-,15.5,0.1,-,-,0.6,-,-,0.2,-,-,-,-,-
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2015 (7 Haziran), 44 858,  30,-,-,-,  286, 17 768,-,  219,  280,-,-,-,-,-,-,  900,-,  165,-,-,-,-,  12,  86,  73, 20 813,  97,-,-, 2 031,-,  403,  132,-,-,-,-,  32
SAMSUN,,,50.9,0.0,-,-,-,0.3,20.1,-,0.2,0.3,-,-,-,-,-,-,1.0,-,0.2,-,-,-,-,0.0,0.1,0.1,23.6,0.1,-,-,2.3,-,0.5,0.1,-,-,-,-,0.0
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2011, 51 910,-,-,-,  889,-, 15 587,-,  972,  246,  271,  158,-,-,-,  636,-,  173,-,-,-,-,-,-,  38,-, 17 448,  127,  132,-,  739,  98,-,-,-,-,-,-,  24
SAMSUN,,,58.0,-,-,-,1.0,-,17.4,-,1.1,0.3,0.3,0.2,-,-,-,0.7,-,0.2,-,-,-,-,-,-,0.0,-,19.5,0.1,0.1,-,0.8,0.1,-,-,-,-,-,-,0.0
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2007, 41 482,-,-,-,-,  620, 11 462,-, 3 860,-,-,  171, 1 179,-,-,-,-,-,-,-,  534,  258,-,-,  167,-, 16 443,-,-,  135, 1 094,  107,-,-,-,-,-,-,  816
SAMSUN,,,53.0,-,-,-,-,0.8,14.6,-,4.9,-,-,0.2,1.5,-,-,-,-,-,-,-,0.7,0.3,-,-,0.2,-,21.0,-,-,0.2,1.4,0.1,-,-,-,-,-,-,1.0
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,,2002, 32 275,-, 4 492,-, 1 666,  734, 7 997,  876,-, 1 211, 11 923,-, 4 559,-,-,-,-,-,-,-,-,  234,-,-,  116,-, 8 168,  226,-,  208,  676,  76,-,-,  393,  607,-,-,  101
SAMSUN,,,42.2,-,5.9,-,2.2,1.0,10.4,1.1,-,1.6,15.6,-,5.9,-,-,-,-,-,-,-,-,0.3,-,-,0.1,-,10.7,0.3,-,0.3,0.9,0.1,-,-,0.5,0.8,-,-,0.1
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,    Canik,2018, 35 070,-,-,-,-,-, 7 083,-,-,-,-,-,-,-,-,-,  387,-,-,  73,-,-, 5 208,-,-,-, 10 771,-,-,-,  853,-,-,  96,-,-,  993,  129,  12
SAMSUN,,,57.8,-,-,-,-,-,11.7,-,-,-,-,-,-,-,-,-,0.6,-,-,0.1,-,-,8.6,-,-,-,17.8,-,-,-,1.4,-,-,0.2,-,-,1.6,0.2,0.0
SAMSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
