province,district,year,AK PARTİ,ANADOLU PARTİSİ,ANAP,ATP,BBP,BTP,CHP,DEHAP,DP,DSP,DYP,EMEP,GENÇ PARTİ,HAK-PAR,HAP,HAS PARTİ,HDP,HEPAR,HKP,HÜDA PAR,HYP,İP,İYİ PARTİ,KP,LDP,MEP,MHP,MİLLET PARTİSİ,MMP,ÖDP,SAADET PARTİSİ,TKP,TURK PARTİ,VATAN PARTİSİ,YTP,YURT-P,CUMHUR İTTİFAKI ,MİLLET İTTİFAKI ,BĞMZ
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2007, 14 050,-,-,-,-,  250, 2 475,-, 1 558,-,-,  90, 3 081,-,-,-,-,-,-,-,  198,  119,-,-,  59,-, 4 467,-,-,  46, 1 802,  38,-,-,-,-,-,-,  80
SAKARYA,,,49.6,-,-,-,-,0.9,8.7,-,5.5,-,-,0.3,10.9,-,-,-,-,-,-,-,0.7,0.4,-,-,0.2,-,15.8,-,-,0.2,6.4,0.1,-,-,-,-,-,-,0.3
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2002, 11 575,-,  835,-,  199,  119, 2 062,  451,-,  401, 2 219,-, 5 464,-,-,-,-,-,-,-,-,  136,-,-,  44,-, 1 548,  76,-,  50,  682,  53,-,-,  112,  171,-,-,-
SAKARYA,,,44.2,-,3.2,-,0.8,0.4,7.9,1.7,-,1.5,8.5,-,20.9,-,-,-,-,-,-,-,-,0.5,-,-,0.2,-,5.9,0.3,-,0.2,2.6,0.2,-,-,0.4,0.6,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,    Hendek,2018, 29 932,-,-,-,-,-, 5 410,-,-,-,-,-,-,-,-,-,  770,-,-,  76,-,-, 5 296,-,-,-, 8 510,-,-,-,  580,-,-,  94,-,-,  797,  109,-
SAKARYA,,,58.0,-,-,-,-,-,10.5,-,-,-,-,-,-,-,-,-,1.5,-,-,0.1,-,-,10.3,-,-,-,16.5,-,-,-,1.1,-,-,0.2,-,-,1.5,0.2,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (1 Kasım), 32 918,-,-,-,  270,  50, 6 748,-,  67,  23,  19,-,-,  116,-,-,  599,-,  119,-,-,-,-,  70,  14,-, 6 488,  17,-,-,  395,-,-,  81,-,-,-,-,-
SAKARYA,,,68.6,-,-,-,0.6,0.1,14.1,-,0.1,0.0,0.0,-,-,0.2,-,-,1.2,-,0.2,-,-,-,-,0.1,0.0,-,13.5,0.0,-,-,0.8,-,-,0.2,-,-,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (7 Haziran), 26 665,  15,-,-,-,  143, 5 993,-,  54,  112,-,-,-,  114,  12,-,  865,-,  58,-,-,-,-,  15,  47,  23, 11 126,  19,-,-, 1 176,-,-,  71,-,  15,-,-,  156
SAKARYA,,,57.1,0.0,-,-,-,0.3,12.8,-,0.1,0.2,-,-,-,0.2,0.0,-,1.9,-,0.1,-,-,-,-,0.0,0.1,0.0,23.8,0.0,-,-,2.5,-,-,0.2,-,0.0,-,-,0.3
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2011, 27 109,-,-,-,  173,-, 7 323,-,  325,  105,  135,  82,-,-,-, 1 036,-,  127,-,-,-,-,-,-,  15,-, 6 442,  43,  35,-, 1 111,  48,-,-,-,-,-,-,  232
SAKARYA,,,61.1,-,-,-,0.4,-,16.5,-,0.7,0.2,0.3,0.2,-,-,-,2.3,-,0.3,-,-,-,-,-,-,0.0,-,14.5,0.1,0.1,-,2.5,0.1,-,-,-,-,-,-,0.5
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2007, 20 925,-,-,-,-,  275, 3 418,-, 3 819,-,-,  78, 3 401,-,-,-,-,-,-,-,  185,  104,-,-,  84,-, 5 115,-,-,  57, 2 296,  54,-,-,-,-,-,-,  131
SAKARYA,,,52.4,-,-,-,-,0.7,8.6,-,9.6,-,-,0.2,8.5,-,-,-,-,-,-,-,0.5,0.3,-,-,0.2,-,12.8,-,-,0.1,5.7,0.1,-,-,-,-,-,-,0.3
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2002, 16 877,-, 1 813,-,  375,  415, 2 283,  690,-,  167, 3 640,-, 6 083,-,-,-,-,-,-,-,-,  135,-,-,  50,-, 2 039,  62,-,  60,  953,  58,-,-,  142,  236,-,-,-
SAKARYA,,,46.8,-,5.0,-,1.0,1.1,6.3,1.9,-,0.5,10.1,-,16.9,-,-,-,-,-,-,-,-,0.4,-,-,0.1,-,5.6,0.2,-,0.2,2.6,0.2,-,-,0.4,0.7,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,    Karapürçek,2018, 5 277,-,-,-,-,-,  775,-,-,-,-,-,-,-,-,-,  99,-,-,  15,-,-,  350,-,-,-, 1 106,-,-,-,  287,-,-,  14,-,-,  107,  20,-
SAKARYA,,,65.6,-,-,-,-,-,9.6,-,-,-,-,-,-,-,-,-,1.2,-,-,0.2,-,-,4.3,-,-,-,13.7,-,-,-,3.6,-,-,0.2,-,-,1.3,0.2,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (1 Kasım), 5 789,-,-,-,  41,  7,  861,-,  8,  12,-,-,-,  29,-,-,  65,-,  18,-,-,-,-,  18,  2,-,  574,  2,-,-,  222,-,-,  7,-,-,-,-,-
SAKARYA,,,75.6,-,-,-,0.5,0.1,11.2,-,0.1,0.2,-,-,-,0.4,-,-,0.8,-,0.2,-,-,-,-,0.2,0.0,-,7.5,0.0,-,-,2.9,-,-,0.1,-,-,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (7 Haziran), 4 813,  2,-,-,-,  13,  829,-,  8,  26,-,-,-,  22,  4,-,  167,-,  7,-,-,-,-,  2,  6,  4, 1 125,  1,-,-,  553,-,-,  9,-,  2,-,-,  2
SAKARYA,,,63.4,0.0,-,-,-,0.2,10.9,-,0.1,0.3,-,-,-,0.3,0.1,-,2.2,-,0.1,-,-,-,-,0.0,0.1,0.1,14.8,0.0,-,-,7.3,-,-,0.1,-,0.0,-,-,0.0
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2011, 5 053,-,-,-,  21,-, 1 142,-,  56,  9,  13,  11,-,-,-,  116,-,  17,-,-,-,-,-,-,  5,-,  674,  4,  9,-,  375,  6,-,-,-,-,-,-,  3
SAKARYA,,,67.2,-,-,-,0.3,-,15.2,-,0.7,0.1,0.2,0.1,-,-,-,1.5,-,0.2,-,-,-,-,-,-,0.1,-,9.0,0.1,0.1,-,5.0,0.1,-,-,-,-,-,-,0.0
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2007, 4 015,-,-,-,-,  42,  570,-,  387,-,-,  11,  744,-,-,-,-,-,-,-,  34,  37,-,-,  12,-,  494,-,-,  7,  906,  7,-,-,-,-,-,-,  6
SAKARYA,,,55.2,-,-,-,-,0.6,7.8,-,5.3,-,-,0.2,10.2,-,-,-,-,-,-,-,0.5,0.5,-,-,0.2,-,6.8,-,-,0.1,12.5,0.1,-,-,-,-,-,-,0.1
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2002, 3 033,-,  336,-,  67,  38,  438,  68,-,  96,  254,-, 1 078,-,-,-,-,-,-,-,-,  40,-,-,  16,-,  210,  22,-,  6,  479,  15,-,-,  19,  41,-,-,-
SAKARYA,,,48.5,-,5.4,-,1.1,0.6,7.0,1.1,-,1.5,4.1,-,17.2,-,-,-,-,-,-,-,-,0.6,-,-,0.3,-,3.4,0.3,-,0.1,7.7,0.2,-,-,0.3,0.6,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,    Karasu,2018, 22 610,-,-,-,-,-, 5 928,-,-,-,-,-,-,-,-,-,  853,-,-,  60,-,-, 3 379,-,-,-, 5 602,-,-,-,  708,-,-,  109,-,-,  561,  76,-
SAKARYA,,,56.7,-,-,-,-,-,14.9,-,-,-,-,-,-,-,-,-,2.1,-,-,0.2,-,-,8.5,-,-,-,14.0,-,-,-,1.8,-,-,0.3,-,-,1.4,0.2,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (1 Kasım), 24 967,-,-,-,  195,  43, 6 112,-,  63,  22,  8,-,-,  147,-,-,  518,-,  76,-,-,-,-,  45,  10,-, 3 813,  20,-,-,  441,-,-,  69,-,-,-,-,-
SAKARYA,,,68.3,-,-,-,0.5,0.1,16.7,-,0.2,0.1,0.0,-,-,0.4,-,-,1.4,-,0.2,-,-,-,-,0.1,0.0,-,10.4,0.1,-,-,1.2,-,-,0.2,-,-,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (7 Haziran), 20 416,  15,-,-,-,  59, 7 046,-,  56,  81,-,-,-,  89,  7,-,  728,-,  37,-,-,-,-,  3,  37,  16, 5 478,  16,-,-, 1 042,-,-,  66,-,  17,-,-,  7
SAKARYA,,,58.0,0.0,-,-,-,0.2,20.0,-,0.2,0.2,-,-,-,0.3,0.0,-,2.1,-,0.1,-,-,-,-,0.0,0.1,0.0,15.6,0.0,-,-,3.0,-,-,0.2,-,0.0,-,-,0.0
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2011, 20 257,-,-,-,  151,-, 6 108,-,  148,  70,  60,  51,-,-,-,  899,-,  81,-,-,-,-,-,-,  8,-, 4 218,  29,  27,-,  723,  26,-,-,-,-,-,-,  73
SAKARYA,,,61.5,-,-,-,0.5,-,18.5,-,0.4,0.2,0.2,0.2,-,-,-,2.7,-,0.2,-,-,-,-,-,-,0.0,-,12.8,0.1,0.1,-,2.2,0.1,-,-,-,-,-,-,0.2
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2007, 15 281,-,-,-,-,  161, 3 343,-, 2 321,-,-,  51, 2 162,-,-,-,-,-,-,-,  178,  101,-,-,  43,-, 4 107,-,-,  37, 1 903,  45,-,-,-,-,-,-,  83
SAKARYA,,,51.3,-,-,-,-,0.5,11.2,-,7.8,-,-,0.2,7.3,-,-,-,-,-,-,-,0.6,0.3,-,-,0.1,-,13.8,-,-,0.1,6.4,0.2,-,-,-,-,-,-,0.3
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2002, 13 588,-, 1 189,-,  179,  124, 2 126,  479,-,  229, 2 201,-, 3 891,-,-,-,-,-,-,-,-,  81,-,-,  46,-, 1 498,  55,-,  53,  765,  43,-,-,  90,  209,-,-,-
SAKARYA,,,50.6,-,4.4,-,0.7,0.5,7.9,1.8,-,0.8,8.2,-,14.5,-,-,-,-,-,-,-,-,0.3,-,-,0.2,-,5.6,0.2,-,0.2,2.8,0.2,-,-,0.3,0.8,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,    Kaynarca,2018, 10 702,-,-,-,-,-, 1 372,-,-,-,-,-,-,-,-,-,  73,-,-,  22,-,-,  990,-,-,-, 2 272,-,-,-,  263,-,-,  24,-,-,  229,  15,-
SAKARYA,,,67.0,-,-,-,-,-,8.6,-,-,-,-,-,-,-,-,-,0.5,-,-,0.1,-,-,6.2,-,-,-,14.2,-,-,-,1.6,-,-,0.2,-,-,1.4,0.1,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (1 Kasım), 11 582,-,-,-,  81,  34, 1 634,-,  32,  21,  14,-,-,  50,-,-,  44,-,  37,-,-,-,-,  34,  10,-, 1 478,  4,-,-,  202,-,-,  20,-,-,-,-,-
SAKARYA,,,75.8,-,-,-,0.5,0.2,10.7,-,0.2,0.1,0.1,-,-,0.3,-,-,0.3,-,0.2,-,-,-,-,0.2,0.1,-,9.7,0.0,-,-,1.3,-,-,0.1,-,-,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (7 Haziran), 9 589,  12,-,-,-,  36, 1 800,-,  45,  50,-,-,-,  42,  7,-,  95,-,  26,-,-,-,-,  3,  10,  10, 2 523,  3,-,-,  531,-,-,  33,-,  9,-,-,  4
SAKARYA,,,64.7,0.1,-,-,-,0.2,12.1,-,0.3,0.3,-,-,-,0.3,0.0,-,0.6,-,0.2,-,-,-,-,0.0,0.1,0.1,17.0,0.0,-,-,3.6,-,-,0.2,-,0.1,-,-,0.0
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2011, 10 085,-,-,-,  61,-, 2 298,-,  142,  37,  50,  28,-,-,-,  136,-,  72,-,-,-,-,-,-,  11,-, 1 540,  19,  20,-,  297,  17,-,-,-,-,-,-,  14
SAKARYA,,,68.0,-,-,-,0.4,-,15.5,-,1.0,0.2,0.3,0.2,-,-,-,0.9,-,0.5,-,-,-,-,-,-,0.1,-,10.4,0.1,0.1,-,2.0,0.1,-,-,-,-,-,-,0.1
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2007, 8 771,-,-,-,-,  97,  814,-, 1 108,-,-,  47, 1 365,-,-,-,-,-,-,-,  98,  60,-,-,  39,-, 1 544,-,-,  16,  586,  30,-,-,-,-,-,-,  19
SAKARYA,,,60.1,-,-,-,-,0.7,5.6,-,7.6,-,-,0.3,9.4,-,-,-,-,-,-,-,0.7,0.4,-,-,0.3,-,10.6,-,-,0.1,4.0,0.2,-,-,-,-,-,-,0.1
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2002, 5 921,-,  843,-,  187,  52,  515,  151,-,  114, 1 270,-, 3 575,-,-,-,-,-,-,-,-,  96,-,-,  31,-,  794,  60,-,  36,  458,  24,-,-,  40,  130,-,-,-
SAKARYA,,,41.4,-,5.9,-,1.3,0.4,3.6,1.1,-,0.8,8.9,-,25.0,-,-,-,-,-,-,-,-,0.7,-,-,0.2,-,5.5,0.4,-,0.2,3.2,0.2,-,-,0.3,0.9,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,    Kocaali,2018, 8 638,-,-,-,-,-, 1 689,-,-,-,-,-,-,-,-,-,  150,-,-,  32,-,-, 1 385,-,-,-, 2 004,-,-,-,  490,-,-,  44,-,-,  175,  23,-
SAKARYA,,,59.0,-,-,-,-,-,11.5,-,-,-,-,-,-,-,-,-,1.0,-,-,0.2,-,-,9.5,-,-,-,13.7,-,-,-,3.3,-,-,0.3,-,-,1.2,0.2,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (1 Kasım), 10 076,-,-,-,  82,  11, 1 888,-,  34,  8,  6,-,-,  68,-,-,  78,-,  34,-,-,-,-,  23,  4,-, 1 511,  5,-,-,  334,-,-,  20,-,-,-,-,-
SAKARYA,,,71.0,-,-,-,0.6,0.1,13.3,-,0.2,0.1,0.0,-,-,0.5,-,-,0.5,-,0.2,-,-,-,-,0.2,0.0,-,10.7,0.0,-,-,2.4,-,-,0.1,-,-,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (7 Haziran), 8 433,  8,-,-,-,  27, 2 088,-,  33,  31,-,-,-,  49,  3,-,  148,-,  30,-,-,-,-,  1,  7,  10, 2 227,  2,-,-,  835,-,-,  22,-,  4,-,-,  1
SAKARYA,,,60.4,0.1,-,-,-,0.2,15.0,-,0.2,0.2,-,-,-,0.4,0.0,-,1.1,-,0.2,-,-,-,-,0.0,0.1,0.1,16.0,0.0,-,-,6.0,-,-,0.2,-,0.0,-,-,0.0
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2011, 8 537,-,-,-,  56,-, 2 452,-,  150,  21,  36,  26,-,-,-,  388,-,  30,-,-,-,-,-,-,  4,-, 2 045,  8,  12,-,  692,  10,-,-,-,-,-,-,  6
SAKARYA,,,59.0,-,-,-,0.4,-,16.9,-,1.0,0.1,0.2,0.2,-,-,-,2.7,-,0.2,-,-,-,-,-,-,0.0,-,14.1,0.1,0.1,-,4.8,0.1,-,-,-,-,-,-,0.0
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2007, 8 198,-,-,-,-,  130, 1 280,-, 1 078,-,-,  29, 1 369,-,-,-,-,-,-,-,  106,  55,-,-,  28,-, 2 217,-,-,  24, 1 749,  26,-,-,-,-,-,-,  44
SAKARYA,,,50.2,-,-,-,-,0.8,7.8,-,6.6,-,-,0.2,8.4,-,-,-,-,-,-,-,0.6,0.3,-,-,0.2,-,13.6,-,-,0.1,10.7,0.2,-,-,-,-,-,-,0.3
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2002, 7 954,-,  819,-,  115,  35,  792,  178,-,  67, 1 289,-, 2 099,-,-,-,-,-,-,-,-,  40,-,-,  21,-,  786,  33,-,  20,  977,  22,-,-,  48,  107,-,-,-
SAKARYA,,,51.6,-,5.3,-,0.8,0.2,5.1,1.2,-,0.4,8.4,-,13.6,-,-,-,-,-,-,-,-,0.3,-,-,0.1,-,5.1,0.2,-,0.1,6.4,0.2,-,-,0.3,0.7,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,    Pamukova,2018, 11 252,-,-,-,-,-, 2 427,-,-,-,-,-,-,-,-,-,  158,-,-,  32,-,-, 2 006,-,-,-, 2 303,-,-,-,  378,-,-,  41,-,-,  252,  32,-
SAKARYA,,,59.6,-,-,-,-,-,12.9,-,-,-,-,-,-,-,-,-,0.8,-,-,0.2,-,-,10.6,-,-,-,12.2,-,-,-,2.0,-,-,0.2,-,-,1.3,0.2,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (1 Kasım), 12 051,-,-,-,  166,  18, 2 891,-,  35,  13,  12,-,-,  55,-,-,  88,-,  38,-,-,-,-,  32,  5,-, 2 265,  9,-,-,  316,-,-,  42,-,-,-,-,-
SAKARYA,,,66.8,-,-,-,0.9,0.1,16.0,-,0.2,0.1,0.1,-,-,0.3,-,-,0.5,-,0.2,-,-,-,-,0.2,0.0,-,12.6,0.0,-,-,1.8,-,-,0.2,-,-,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (7 Haziran), 9 654,  10,-,-,-,  27, 3 347,-,  54,  37,-,-,-,  38,  7,-,  138,-,  23,-,-,-,-,  3,  15,  12, 3 249,  6,-,-, 1 034,-,-,  31,-,  6,-,-,  4
SAKARYA,,,54.6,0.1,-,-,-,0.2,18.9,-,0.3,0.2,-,-,-,0.2,0.0,-,0.8,-,0.1,-,-,-,-,0.0,0.1,0.1,18.4,0.0,-,-,5.8,-,-,0.2,-,0.0,-,-,0.0
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2011, 10 379,-,-,-,  72,-, 2 900,-,  129,  44,  49,  31,-,-,-,  346,-,  51,-,-,-,-,-,-,  7,-, 2 433,  17,  14,-,  617,  17,-,-,-,-,-,-,  11
SAKARYA,,,60.6,-,-,-,0.4,-,16.9,-,0.8,0.3,0.3,0.2,-,-,-,2.0,-,0.3,-,-,-,-,-,-,0.0,-,14.2,0.1,0.1,-,3.6,0.1,-,-,-,-,-,-,0.1
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2007, 6 212,-,-,-,-,  54, 1 282,-,  684,-,-,  27, 4 623,-,-,-,-,-,-,-,  52,  37,-,-,  19,-, 1 744,-,-,  19, 1 005,  15,-,-,-,-,-,-,  26
SAKARYA,,,39.3,-,-,-,-,0.3,8.1,-,4.3,-,-,0.2,29.3,-,-,-,-,-,-,-,0.3,0.2,-,-,0.1,-,11.0,-,-,0.1,6.4,0.1,-,-,-,-,-,-,0.2
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2002, 4 783,-,  453,-,  108,  62,  632,  63,-,  153,  470,-, 6 880,-,-,-,-,-,-,-,-,  74,-,-,  16,-,  593,  19,-,  20,  378,  19,-,-,  63,  248,-,-,-
SAKARYA,,,31.8,-,3.0,-,0.7,0.4,4.2,0.4,-,1.0,3.1,-,45.8,-,-,-,-,-,-,-,-,0.5,-,-,0.1,-,4.0,0.1,-,0.2,2.5,0.1,-,-,0.4,1.7,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,    Sapanca,2018, 14 063,-,-,-,-,-, 4 911,-,-,-,-,-,-,-,-,-,  897,-,-,  20,-,-, 2 264,-,-,-, 3 409,-,-,-,  745,-,-,  42,-,-,  324,  76,-
SAKARYA,,,52.6,-,-,-,-,-,18.4,-,-,-,-,-,-,-,-,-,3.4,-,-,0.1,-,-,8.5,-,-,-,12.7,-,-,-,2.8,-,-,0.2,-,-,1.2,0.3,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (1 Kasım), 15 651,-,-,-,  113,  22, 5 265,-,  22,  12,  11,-,-,  57,-,-,  719,-,  47,-,-,-,-,  23,  15,-, 3 062,  7,-,-,  458,-,-,  53,-,-,-,-,-
SAKARYA,,,61.3,-,-,-,0.4,0.1,20.6,-,0.1,0.0,0.0,-,-,0.2,-,-,2.8,-,0.2,-,-,-,-,0.1,0.1,-,12.0,0.0,-,-,1.8,-,-,0.2,-,-,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (7 Haziran), 12 798,  15,-,-,-,  35, 5 278,-,  25,  50,-,-,-,  43,  11,-,  946,-,  24,-,-,-,-,  3,  20,  4, 4 227,  4,-,-, 1 159,-,-,  67,-,  174,-,-,  16
SAKARYA,,,51.4,0.1,-,-,-,0.1,21.2,-,0.1,0.2,-,-,-,0.2,0.0,-,3.8,-,0.1,-,-,-,-,0.0,0.1,0.0,17.0,0.0,-,-,4.7,-,-,0.3,-,0.7,-,-,0.1
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2011, 12 627,-,-,-,  121,-, 5 046,-,  129,  41,  37,  45,-,-,-,  213,-,  35,-,-,-,-,-,-,  6,-, 3 547,  12,  24,-, 1 279,  22,-,-,-,-,-,-,  351
SAKARYA,,,53.7,-,-,-,0.5,-,21.4,-,0.5,0.2,0.2,0.2,-,-,-,0.9,-,0.1,-,-,-,-,-,-,0.0,-,15.1,0.1,0.1,-,5.4,0.1,-,-,-,-,-,-,1.5
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2007, 9 931,-,-,-,-,  66, 2 878,-,  926,-,-,  44,  852,-,-,-,-,-,-,-,  86,  55,-,-,  13,-, 3 248,-,-,  20, 1 979,  30,-,-,-,-,-,-,  238
SAKARYA,,,48.8,-,-,-,-,0.3,14.1,-,4.5,-,-,0.2,4.2,-,-,-,-,-,-,-,0.4,0.3,-,-,0.1,-,15.9,-,-,0.1,9.7,0.1,-,-,-,-,-,-,1.2
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2002, 7 945,-,  427,-,  86,  66, 1 817,  620,-,  95, 1 852,-, 2 256,-,-,-,-,-,-,-,-,  61,-,-,  43,-,  870,  24,-,  30,  781,  22,-,-,  89, 1 178,-,-,-
SAKARYA,,,43.5,-,2.3,-,0.5,0.4,9.9,3.4,-,0.5,10.1,-,12.4,-,-,-,-,-,-,-,-,0.3,-,-,0.2,-,4.8,0.1,-,0.2,4.3,0.1,-,-,0.5,6.5,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,    Serdivan,2018, 39 760,-,-,-,-,-, 13 566,-,-,-,-,-,-,-,-,-, 2 527,-,-,  73,-,-, 9 628,-,-,-, 10 422,-,-,-, 1 922,-,-,  120,-,-,  843,  245,-
SAKARYA,,,50.3,-,-,-,-,-,17.1,-,-,-,-,-,-,-,-,-,3.2,-,-,0.1,-,-,12.2,-,-,-,13.2,-,-,-,2.4,-,-,0.2,-,-,1.1,0.3,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (1 Kasım), 42 919,-,-,-,  418,  68, 12 330,-,  121,  19,  36,-,-,  119,-,-, 1 537,-,  103,-,-,-,-,  55,  36,-, 10 336,  27,-,-,  812,-,-,  108,-,-,-,-,-
SAKARYA,,,62.2,-,-,-,0.6,0.1,17.9,-,0.2,0.0,0.1,-,-,0.2,-,-,2.2,-,0.1,-,-,-,-,0.1,0.1,-,15.0,0.0,-,-,1.2,-,-,0.2,-,-,-,-,-
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2015 (7 Haziran), 33 834,  27,-,-,-,  128, 11 378,-,  119,  115,-,-,-,  76,  12,-, 2 399,-,  54,-,-,-,-,  23,  56,  27, 14 687,  17,-,-, 2 387,-,-,  129,-,  23,-,-,  70
SAKARYA,,,51.6,0.0,-,-,-,0.2,17.4,-,0.2,0.2,-,-,-,0.1,0.0,-,3.7,-,0.1,-,-,-,-,0.0,0.1,0.0,22.4,0.0,-,-,3.6,-,-,0.2,-,0.0,-,-,0.1
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,,2011, 32 267,-,-,-,  224,-, 8 249,-,  237,  97,  88,  69,-,-,-,  699,-,  193,-,-,-,-,-,-,  15,-, 10 508,  30,  60,-, 1 112,  71,-,-,-,-,-,-,  499
SAKARYA,,,59.3,-,-,-,0.4,-,15.2,-,0.4,0.2,0.2,0.1,-,-,-,1.3,-,0.4,-,-,-,-,-,-,0.0,-,19.3,0.1,0.1,-,2.0,0.1,-,-,-,-,-,-,0.9
SAKARYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKARYA,    Söğütlü,2018, 5 678,-,-,-,-,-, 1 702,-,-,-,-,-,-,-,-,-,  57,-,-,  19,-,-, 1 019,-,-,-,  989,-,-,-,  120,-,-,  21,-,-,  92,  16,-
