state.id contracting gov.influence leg.influence elect.board years.tenure education party.ID category2 category3 category4 category5 category6 category7 category8 category9 category10 category11 category12 med.time medt.contr grp.influence
19 5 18 18 0 10.5483777170344 2 2 0 0 0 0 1 0 0 0 0 0 0 0 0 15
19 3 21 17 0 1.39706312994479 5 3 0 0 0 1 0 0 0 0 0 0 0 1 3 11
20 6 21 17 0 6.0344052213134 5 1 0 0 0 0 1 0 0 0 0 0 0 0 0 10
20 0 21 21 0 1.77153552506648 5 1 0 0 0 0 0 0 0 1 0 0 0 1 0 9
20 1 16 10 0 7.23588303263084 3 5 0 0 0 0 0 1 0 0 0 0 0 1 1 11
20 1 21 21 0 1.02811950714944 5 2 0 0 0 1 0 0 0 0 0 0 0 0 0 10
20 0 17 13 0 10.6490349412197 5 1 0 0 0 0 0 0 0 0 0 0 0 1 0 5
20 5 18 18 0 0.749310065418322 5 1 0 0 0 0 0 0 0 1 0 0 0 1 5 7
20 5 14 17 1 5.52651116368161 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 16
20 0 21 14 0 0.808474343278566 3 1 0 0 0 0 0 0 0 0 1 0 0 0 0 6
20 0 15 21 0 4.56699304667708 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 3
20 0 19 17 0 2.44035188656162 5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 6
21 2 5 10 0 2.88723525529707 5 3 0 0 0 0 0 0 0 0 0 1 0 1 2 11
